Vendor code,Vendor name,Spend category,Incoterm,Lead time (days),Approved on,Status,Buyer contact,E-mail
HW-0588,Penrhos Polymers PLC,Raw materials,FOB,5,2024-02-22,Approved,Brioney Jelbart,brioney.jelbart@penrhospolymer.example
HW-0589,Quorndon Calibration Ltd,Maintenance,EXW,25,2024-08-24,Approved,Eamon Elverton,eamon.elverton@quorndoncalibr.example
HW-0590,Redmarley Labels Oy,Packaging,DAP,36,2025-03-28,Approved,Hesper Prescott,hesper.prescott@redmarleylabel.example
HW-0591,Sedgeberrow Adhesives SRL,Raw materials,DDP,4,2024-11-21,Approved,Kester Kinnaird,kester.kinnaird@sedgeberrowadh.example
HW-0592,Tavistoke Tooling BV,Maintenance,DDP,35,2025-11-22,Approved,Nessa Fanshawe,nessa.fanshawe@tavistoketooli.example
HW-0593,Ulverston Pallets Group,Packaging,DAP,37,2026-02-09,Approved,Anselm Ambleside,anselm.ambleside@ulverstonpalle.example
HW-0594,Vaynor Alloys PLC,Raw materials,EXW,40,2026-03-24,Suspended,Deryn Lockhart,deryn.lockhart@vaynoralloyspl.example
HW-0595,Whitbourne Filters Ltd,Maintenance,DDP,46,2026-01-28,Pending,Gwilym Gadsby,gwilym.gadsby@whitbournefilt.example
HW-0596,Yatesbury Haulage Oy,Logistics,EXW,16,2024-03-23,Approved,Jolanta Barrowclough,jolanta.barrowclough@yatesburyhaula.example
HW-0597,Alnmouth Pigments SRL,Raw materials,FOB,13,2025-10-12,Approved,Merrick Marchbank,merrick.marchbank@alnmouthpigmen.example
HW-0598,Bexwell Lubricants BV,Maintenance,FOB,46,2024-11-09,Approved,Petra Halliwell,petra.halliwell@bexwelllubrica.example
HW-0599,Ambleforth Freight Group,Logistics,FOB,49,2024-07-08,Approved,Caius Chevington,caius.chevington@ambleforthfrei.example
HW-0600,Barrowden Timber PLC,Raw materials,DDP,34,2026-04-15,Approved,Ffion Nettleford,ffion.nettleford@barrowdentimbe.example
HW-0601,Cheswick Cartons Ltd,Packaging,FOB,15,2025-11-23,Approved,Idris Inkpen,idris.inkpen@cheswickcarton.example
HW-0602,Dunsmere Couriers Oy,Logistics,EXW,48,2024-03-12,Approved,Linnet Dunwoody,linnet.dunwoody@dunsmerecourie.example
HW-0603,Edgeworth Glassworks SRL,Raw materials,DAP,8,2024-06-22,Pending,Osric Oldbury,osric.oldbury@edgeworthglass.example
HW-0604,Frampton Crates BV,Packaging,DAP,59,2026-04-21,Approved,Brioney Jelbart,brioney.jelbart@framptoncrates.example
HW-0605,Galloway Warehousing Group,Logistics,DAP,5,2025-06-25,Suspended,Eamon Elverton,eamon.elverton@gallowaywareho.example
HW-0606,Hartshorne Cleaning PLC,Maintenance,DAP,17,2026-04-23,Approved,Hesper Prescott,hesper.prescott@hartshorneclea.example
HW-0607,Innesford Films Ltd,Packaging,FOB,42,2024-02-12,Pending,Kester Kinnaird,kester.kinnaird@innesfordfilms.example
HW-0608,Jevington Polymers Oy,Raw materials,DAP,49,2025-01-11,Pending,Nessa Fanshawe,nessa.fanshawe@jevingtonpolym.example
HW-0609,Knayton Calibration SRL,Maintenance,DAP,50,2026-05-31,Approved,Anselm Ambleside,anselm.ambleside@knaytoncalibra.example
HW-0610,Larkhall Labels BV,Packaging,EXW,8,2024-06-05,Approved,Deryn Lockhart,deryn.lockhart@larkhalllabels.example
HW-0611,Mirfield Adhesives Group,Raw materials,FOB,42,2025-09-29,Pending,Gwilym Gadsby,gwilym.gadsby@mirfieldadhesi.example
HW-0612,Newsholme Tooling PLC,Maintenance,EXW,17,2024-11-18,Suspended,Jolanta Barrowclough,jolanta.barrowclough@newsholmetooli.example
HW-0613,Oswaldkirk Pallets Ltd,Packaging,DAP,43,2025-07-12,Pending,Merrick Marchbank,merrick.marchbank@oswaldkirkpall.example
HW-0614,Penrhos Alloys Oy,Raw materials,DAP,34,2025-11-26,Approved,Petra Halliwell,petra.halliwell@penrhosalloyso.example
HW-0615,Quorndon Filters SRL,Maintenance,EXW,46,2025-04-23,Pending,Caius Chevington,caius.chevington@quorndonfilter.example
HW-0616,Redmarley Haulage BV,Logistics,DAP,35,2025-10-02,Pending,Ffion Nettleford,ffion.nettleford@redmarleyhaula.example
HW-0617,Sedgeberrow Pigments Group,Raw materials,DAP,51,2026-01-30,Approved,Idris Inkpen,idris.inkpen@sedgeberrowpig.example
HW-0618,Tavistoke Lubricants PLC,Maintenance,DDP,47,2024-12-20,Suspended,Linnet Dunwoody,linnet.dunwoody@tavistokelubri.example
HW-0619,Ulverston Freight Ltd,Logistics,DDP,59,2024-06-22,Approved,Osric Oldbury,osric.oldbury@ulverstonfreig.example
HW-0620,Vaynor Timber Oy,Raw materials,EXW,44,2026-03-07,Approved,Brioney Jelbart,brioney.jelbart@vaynortimberoy.example
HW-0621,Whitbourne Cartons SRL,Packaging,FOB,56,2025-12-19,Approved,Eamon Elverton,eamon.elverton@whitbournecart.example
HW-0622,Yatesbury Couriers BV,Logistics,DAP,14,2026-08-08,Approved,Hesper Prescott,hesper.prescott@yatesburycouri.example
HW-0623,Alnmouth Glassworks Group,Raw materials,FOB,51,2025-02-06,Approved,Kester Kinnaird,kester.kinnaird@alnmouthglassw.example
HW-0624,Bexwell Crates PLC,Packaging,DAP,51,2025-02-02,Approved,Nessa Fanshawe,nessa.fanshawe@bexwellcratesp.example
HW-0625,Ambleforth Warehousing Ltd,Logistics,DDP,23,2024-12-10,Suspended,Anselm Ambleside,anselm.ambleside@ambleforthware.example
HW-0626,Barrowden Cleaning Oy,Maintenance,DDP,54,2025-07-14,Approved,Deryn Lockhart,deryn.lockhart@barrowdenclean.example
HW-0627,Cheswick Films SRL,Packaging,DAP,15,2025-10-20,Approved,Gwilym Gadsby,gwilym.gadsby@cheswickfilmss.example
HW-0628,Dunsmere Polymers BV,Raw materials,DDP,21,2026-06-22,Suspended,Jolanta Barrowclough,jolanta.barrowclough@dunsmerepolyme.example
HW-0629,Edgeworth Calibration Group,Maintenance,EXW,9,2024-01-23,Approved,Merrick Marchbank,merrick.marchbank@edgeworthcalib.example
HW-0630,Frampton Labels PLC,Packaging,DDP,26,2024-09-10,Pending,Petra Halliwell,petra.halliwell@framptonlabels.example
HW-0631,Galloway Adhesives Ltd,Raw materials,EXW,6,2024-04-17,Approved,Caius Chevington,caius.chevington@gallowayadhesi.example
HW-0632,Hartshorne Tooling Oy,Maintenance,FOB,22,2025-04-12,Pending,Ffion Nettleford,ffion.nettleford@hartshornetool.example
HW-0633,Innesford Pallets SRL,Packaging,DAP,52,2024-10-25,Approved,Idris Inkpen,idris.inkpen@innesfordpalle.example
HW-0634,Jevington Alloys BV,Raw materials,FOB,23,2025-03-20,Pending,Linnet Dunwoody,linnet.dunwoody@jevingtonalloy.example
HW-0635,Knayton Filters Group,Maintenance,EXW,38,2025-11-17,Approved,Osric Oldbury,osric.oldbury@knaytonfilters.example
HW-0636,Larkhall Haulage PLC,Logistics,DDP,49,2024-05-16,Approved,Brioney Jelbart,brioney.jelbart@larkhallhaulag.example
HW-0637,Mirfield Pigments Ltd,Raw materials,FOB,11,2026-06-01,Pending,Eamon Elverton,eamon.elverton@mirfieldpigmen.example
HW-0638,Newsholme Lubricants Oy,Maintenance,FOB,6,2025-06-21,Pending,Hesper Prescott,hesper.prescott@newsholmelubri.example
HW-0639,Oswaldkirk Freight SRL,Logistics,DAP,31,2024-06-29,Approved,Kester Kinnaird,kester.kinnaird@oswaldkirkfrei.example
HW-0640,Penrhos Timber BV,Raw materials,EXW,35,2025-03-29,Approved,Nessa Fanshawe,nessa.fanshawe@penrhostimberb.example
